Test Date,Borough,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,year,month
2021-06-04,Queens,71,271638,18335,6239273,2021,6
2021-06-05,Queens,57,271695,14838,6254111,2021,6
2021-06-06,Queens,39,271734,11369,6265480,2021,6
2021-06-07,Queens,55,271789,8288,6273768,2021,6
2021-06-08,Queens,50,271839,14403,6288171,2021,6
2021-06-09,Queens,67,271906,18631,6306802,2021,6
2021-06-10,Queens,40,271946,16572,6323374,2021,6
2021-06-11,Queens,55,272001,18414,6341788,2021,6
2021-06-12,Queens,53,272054,17110,6358898,2021,6
2021-06-13,Queens,36,272090,11870,6370768,2021,6
2021-06-14,Queens,53,272143,6988,6377756,2021,6
2021-06-15,Queens,43,272186,13131,6390887,2021,6
2021-06-16,Queens,59,272245,16663,6407550,2021,6
2021-06-17,Queens,44,272289,15267,6422817,2021,6
2021-06-18,Queens,75,272364,15707,6438524,2021,6
2021-06-19,Queens,28,272392,14566,6453090,2021,6
2021-06-20,Queens,39,272431,10174,6463264,2021,6
2021-06-21,Queens,34,272465,7974,6471238,2021,6
2021-06-22,Queens,50,272515,12554,6483792,2021,6
2021-06-23,Queens,48,272563,17091,6500883,2021,6
2021-06-24,Queens,61,272624,13700,6514583,2021,6
2021-06-25,Queens,51,272675,11931,6526514,2021,6
2021-06-26,Queens,50,272725,11239,6537753,2021,6
2021-06-27,Queens,43,272768,7641,6545394,2021,6
2021-06-28,Queens,38,272806,7272,6552666,2021,6
2021-06-29,Queens,50,272856,10059,6562725,2021,6
2021-06-30,Queens,71,272927,10543,6573268,2021,6
2021-07-01,Queens,44,272971,9728,6582996,2021,7
2021-07-02,Queens,67,273038,9928,6592924,2021,7
2021-07-03,Queens,61,273099,9482,6602406,2021,7
2021-07-04,Queens,54,273153,7477,6609883,2021,7
2021-07-05,Queens,44,273197,5258,6615141,2021,7
2021-07-06,Queens,89,273286,8343,6623484,2021,7
2021-07-07,Queens,124,273410,16043,6639527,2021,7
2021-07-08,Queens,105,273515,11884,6651411,2021,7
2021-07-09,Queens,106,273621,10514,6661925,2021,7
2021-07-10,Queens,109,273730,9244,6671169,2021,7
2021-07-11,Queens,74,273804,7643,6678812,2021,7
2021-07-12,Queens,122,273926,7922,6686734,2021,7
2021-07-13,Queens,116,274042,10339,6697073,2021,7
2021-07-14,Queens,130,274172,11802,6708875,2021,7
2021-07-15,Queens,132,274304,10406,6719281,2021,7
2021-07-16,Queens,149,274453,11490,6730771,2021,7
2021-07-17,Queens,125,274578,9948,6740719,2021,7
2021-07-18,Queens,101,274679,8428,6749147,2021,7
2021-07-19,Queens,173,274852,9961,6759108,2021,7
2021-07-20,Queens,202,275054,11584,6770692,2021,7
2021-07-21,Queens,198,275252,12223,6782915,2021,7
2021-07-22,Queens,242,275494,13927,6796842,2021,7
2021-07-23,Queens,217,275711,13246,6810088,2021,7
2021-07-24,Queens,252,275963,12476,6822564,2021,7
2021-07-25,Queens,165,276128,8995,6831559,2021,7
2021-07-26,Queens,221,276349,10179,6841738,2021,7
2021-07-27,Queens,282,276631,13002,6854740,2021,7
2021-07-28,Queens,289,276920,14808,6869548,2021,7
2021-07-29,Queens,375,277295,15186,6884734,2021,7
2021-07-30,Queens,388,277683,16174,6900908,2021,7
2021-07-31,Queens,297,277980,12933,6913841,2021,7
2021-08-01,Queens,295,278275,10691,6924532,2021,8
2021-08-02,Queens,367,278642,11669,6936201,2021,8
2021-08-03,Queens,401,279043,16473,6952674,2021,8
2021-08-04,Queens,445,279488,18664,6971338,2021,8
2021-08-05,Queens,480,279968,18978,6990316,2021,8
2021-08-06,Queens,486,280454,18368,7008684,2021,8
2021-08-07,Queens,406,280860,15244,7023928,2021,8
2021-08-08,Queens,499,281359,17978,7041906,2021,8
2021-08-09,Queens,389,281748,13189,7055095,2021,8
2021-08-10,Queens,520,282268,17718,7072813,2021,8
2021-08-11,Queens,543,282811,20597,7093410,2021,8
2021-08-12,Queens,547,283358,19271,7112681,2021,8
2021-08-13,Queens,552,283910,21873,7134554,2021,8
2021-08-14,Queens,469,284379,17861,7152415,2021,8
2021-08-15,Queens,385,284764,13637,7166052,2021,8
2021-08-16,Queens,400,285164,11476,7177528,2021,8
2021-08-17,Queens,503,285667,19264,7196792,2021,8
2021-08-18,Queens,586,286253,23416,7220208,2021,8
2021-08-19,Queens,516,286769,19613,7239821,2021,8
2021-08-20,Queens,526,287295,20523,7260344,2021,8
2021-08-21,Queens,427,287722,18261,7278605,2021,8
2021-08-22,Queens,345,288067,14394,7292999,2021,8
2021-08-23,Queens,322,288389,13507,7306506,2021,8
2021-08-24,Queens,444,288833,16645,7323151,2021,8
2021-08-25,Queens,524,289357,19591,7342742,2021,8
2021-08-26,Queens,482,289839,19507,7362249,2021,8
2021-08-27,Queens,463,290302,19690,7381939,2021,8
2021-08-28,Queens,357,290659,16246,7398185,2021,8
2021-08-29,Queens,373,291032,14531,7412716,2021,8
2021-08-30,Queens,335,291367,12193,7424909,2021,8
2021-08-31,Queens,429,291796,17440,7442349,2021,8
2021-09-01,Queens,368,292164,18267,7460616,2021,9
2021-09-02,Queens,470,292634,20915,7481531,2021,9
2021-09-03,Queens,321,292955,15436,7496967,2021,9
2021-09-04,Queens,383,293338,16675,7513642,2021,9
2021-09-05,Queens,289,293627,11340,7524982,2021,9
2021-09-06,Queens,322,293949,10778,7535760,2021,9
2021-09-07,Queens,318,294267,12280,7548040,2021,9
2021-09-08,Queens,450,294717,19927,7567967,2021,9
2021-09-09,Queens,473,295190,21352,7589319,2021,9
2021-09-10,Queens,498,295688,24165,7613484,2021,9
2021-09-11,Queens,404,296092,19794,7633278,2021,9
2021-09-12,Queens,336,296428,14023,7647301,2021,9
2021-09-13,Queens,392,296820,14725,7662026,2021,9
2021-09-14,Queens,392,297212,17782,7679808,2021,9
2021-09-15,Queens,395,297607,19243,7699051,2021,9
2021-09-16,Queens,457,298064,23937,7722988,2021,9
2021-09-17,Queens,516,298580,24321,7747309,2021,9
2021-09-18,Queens,417,298997,20171,7767480,2021,9
2021-09-19,Queens,320,299317,16892,7784372,2021,9
2021-09-20,Queens,423,299740,18361,7802733,2021,9
2021-09-21,Queens,384,300124,21047,7823780,2021,9
2021-09-22,Queens,391,300515,22712,7846492,2021,9
2021-09-23,Queens,383,300898,24788,7871280,2021,9
2021-09-24,Queens,335,301233,23914,7895194,2021,9
2021-09-25,Queens,346,301579,22790,7917984,2021,9
2021-09-26,Queens,325,301904,17289,7935273,2021,9
2021-09-27,Queens,298,302202,17279,7952552,2021,9
2021-09-28,Queens,298,302500,21865,7974417,2021,9
2021-09-29,Queens,318,302818,26445,8000862,2021,9
2021-09-30,Queens,332,303150,25892,8026754,2021,9
2021-10-01,Queens,287,303437,25000,8051754,2021,10
2021-10-02,Queens,281,303718,25279,8077033,2021,10
2021-10-03,Queens,214,303932,16133,8093166,2021,10
2021-10-04,Queens,260,304192,19010,8112176,2021,10
2021-10-05,Queens,333,304525,21405,8133581,2021,10
2021-10-06,Queens,348,304873,25523,8159104,2021,10
2021-10-07,Queens,308,305181,24752,8183856,2021,10
2021-10-08,Queens,269,305450,26672,8210528,2021,10
2021-10-09,Queens,173,305623,10861,8221389,2021,10
2021-10-10,Queens,303,305926,28372,8249761,2021,10
2021-10-11,Queens,247,306173,15168,8264929,2021,10
2021-10-12,Queens,221,306394,15166,8280095,2021,10
2021-10-13,Queens,223,306617,19352,8299447,2021,10
2021-10-14,Queens,315,306932,25817,8325264,2021,10
2021-10-15,Queens,229,307161,23972,8349236,2021,10
2021-10-16,Queens,233,307394,23456,8372692,2021,10
2021-10-17,Queens,173,307567,14223,8386915,2021,10
2021-10-18,Queens,243,307810,14935,8401850,2021,10
2021-10-19,Queens,208,308018,20652,8422502,2021,10
2021-10-20,Queens,220,308238,24621,8447123,2021,10
2021-10-21,Queens,189,308427,21147,8468270,2021,10
2021-10-22,Queens,199,308626,21102,8489372,2021,10
2021-10-23,Queens,150,308776,19586,8508958,2021,10
2021-10-24,Queens,147,308923,14835,8523793,2021,10
2021-10-25,Queens,147,309070,12470,8536263,2021,10
2021-10-26,Queens,151,309221,16437,8552700,2021,10
2021-10-27,Queens,213,309434,23701,8576401,2021,10
2021-10-28,Queens,161,309595,21289,8597690,2021,10
2021-10-29,Queens,186,309781,21147,8618837,2021,10
2021-10-30,Queens,180,309961,18592,8637429,2021,10
2021-10-31,Queens,131,310092,11825,8649254,2021,10
2021-11-01,Queens,143,310235,10872,8660126,2021,11
2021-11-02,Queens,190,310425,16287,8676413,2021,11
2021-11-03,Queens,230,310655,18715,8695128,2021,11
2021-11-04,Queens,222,310877,18309,8713437,2021,11
2021-11-05,Queens,221,311098,21128,8734565,2021,11
2021-11-06,Queens,195,311293,17357,8751922,2021,11
2021-11-07,Queens,173,311466,13653,8765575,2021,11
2021-11-08,Queens,224,311690,12271,8777846,2021,11
2021-11-09,Queens,207,311897,15798,8793644,2021,11
2021-11-10,Queens,295,312192,21113,8814757,2021,11
2021-11-11,Queens,279,312471,22778,8837535,2021,11
2021-11-12,Queens,368,312839,20556,8858091,2021,11
2021-11-13,Queens,195,313034,14313,8872404,2021,11
2021-11-14,Queens,260,313294,14834,8887238,2021,11
2021-11-15,Queens,235,313529,10396,8897634,2021,11
2021-11-16,Queens,261,313790,15925,8913559,2021,11
2021-11-17,Queens,390,314180,19923,8933482,2021,11
2021-11-18,Queens,377,314557,20605,8954087,2021,11
2021-11-19,Queens,414,314971,18834,8972921,2021,11
2021-11-20,Queens,345,315316,20185,8993106,2021,11
2021-11-21,Queens,367,315683,14441,9007547,2021,11
2021-11-22,Queens,331,316014,12484,9020031,2021,11
2021-11-23,Queens,426,316440,18748,9038779,2021,11
2021-11-24,Queens,450,316890,21878,9060657,2021,11
2021-11-25,Queens,353,317243,20519,9081176,2021,11
2021-11-26,Queens,265,317508,10213,9091389,2021,11
2021-11-27,Queens,492,318000,16516,9107905,2021,11
2021-11-28,Queens,388,318388,12171,9120076,2021,11
2021-11-29,Queens,424,318812,12187,9132263,2021,11
2021-11-30,Queens,523,319335,18272,9150535,2021,11
2021-12-01,Queens,613,319948,23215,9173750,2021,12
2021-12-02,Queens,715,320663,23561,9197311,2021,12
2020-03-01,Staten,0,0,0,0,2020,3
2020-03-02,Staten,0,0,0,0,2020,3
2020-03-03,Staten,0,0,0,0,2020,3
2020-03-04,Staten,0,0,0,0,2020,3
2020-03-05,Staten,0,0,0,0,2020,3
2020-03-06,Staten,0,0,3,3,2020,3
2020-03-07,Staten,0,0,2,5,2020,3
2020-03-08,Staten,0,0,0,5,2020,3
2020-03-09,Staten,0,0,6,11,2020,3
2020-03-10,Staten,1,1,5,16,2020,3
2020-03-11,Staten,1,2,5,21,2020,3
2020-03-12,Staten,4,6,16,37,2020,3
2020-03-13,Staten,5,11,34,71,2020,3
2020-03-14,Staten,3,14,29,100,2020,3
2020-03-15,Staten,6,20,27,127,2020,3
2020-03-16,Staten,11,31,35,162,2020,3
2020-03-17,Staten,26,57,61,223,2020,3
2020-03-18,Staten,33,90,110,333,2020,3
2020-03-19,Staten,116,206,272,605,2020,3
2020-03-20,Staten,109,315,334,939,2020,3
2020-03-21,Staten,207,522,645,1584,2020,3
2020-03-22,Staten,193,715,417,2001,2020,3
2020-03-23,Staten,200,915,487,2488,2020,3
2020-03-24,Staten,110,1025,223,2711,2020,3
2020-03-25,Staten,164,1189,293,3004,2020,3
2020-03-26,Staten,223,1412,413,3417,2020,3
2020-03-27,Staten,415,1827,847,4264,2020,3
2020-03-28,Staten,402,2229,878,5142,2020,3
2020-03-29,Staten,336,2565,711,5853,2020,3
2020-03-30,Staten,324,2889,691,6544,2020,3
2020-03-31,Staten,299,3188,616,7160,2020,3
2020-04-01,Staten,279,3467,559,7719,2020,4
2020-04-02,Staten,287,3754,563,8282,2020,4
2020-04-03,Staten,319,4073,679,8961,2020,4
2020-04-04,Staten,218,4291,513,9474,2020,4
2020-04-05,Staten,288,4579,600,10074,2020,4
2020-04-06,Staten,218,4797,605,10679,2020,4
2020-04-07,Staten,546,5343,1262,11941,2020,4
2020-04-08,Staten,641,5984,1528,13469,2020,4
2020-04-09,Staten,500,6484,1212,14681,2020,4
2020-04-10,Staten,376,6860,807,15488,2020,4
2020-04-11,Staten,456,7316,1030,16518,2020,4
2020-04-12,Staten,352,7668,887,17405,2020,4
2020-04-13,Staten,292,7960,725,18130,2020,4
2020-04-14,Staten,338,8298,743,18873,2020,4
2020-04-15,Staten,386,8684,1184,20057,2020,4
2020-04-16,Staten,347,9031,1084,21141,2020,4
2020-04-17,Staten,302,9333,1106,22247,2020,4
2020-04-18,Staten,341,9674,1288,23535,2020,4
2020-04-19,Staten,239,9913,874,24409,2020,4
2020-04-20,Staten,208,10121,882,25291,2020,4
2020-04-21,Staten,224,10345,998,26289,2020,4
2020-04-22,Staten,245,10590,1031,27320,2020,4
2020-04-23,Staten,293,10883,1272,28592,2020,4
2020-04-24,Staten,246,11129,1011,29603,2020,4
2020-04-25,Staten,154,11283,882,30485,2020,4
2020-04-26,Staten,140,11423,658,31143,2020,4
2020-04-27,Staten,93,11516,567,31710,2020,4
2020-04-28,Staten,144,11660,935,32645,2020,4
2020-04-29,Staten,151,11811,841,33486,2020,4
2020-04-30,Staten,126,11937,849,34335,2020,4
2020-05-01,Staten,157,12094,918,35253,2020,5
2020-05-02,Staten,101,12195,729,35982,2020,5
2020-05-03,Staten,60,12255,549,36531,2020,5
2020-05-04,Staten,62,12317,573,37104,2020,5
2020-05-05,Staten,84,12401,702,37806,2020,5
2020-05-06,Staten,105,12506,828,38634,2020,5
2020-05-07,Staten,72,12578,672,39306,2020,5
2020-05-08,Staten,72,12650,832,40138,2020,5
2020-05-09,Staten,52,12702,717,40855,2020,5
2020-05-10,Staten,45,12747,493,41348,2020,5
2020-05-11,Staten,22,12769,517,41865,2020,5
2020-05-12,Staten,41,12810,806,42671,2020,5
2020-05-13,Staten,51,12861,869,43540,2020,5
2020-05-14,Staten,48,12909,812,44352,2020,5
2020-05-15,Staten,65,12974,843,45195,2020,5
2020-05-16,Staten,37,13011,713,45908,2020,5
2020-05-17,Staten,36,13047,571,46479,2020,5
2020-05-18,Staten,22,13069,621,47100,2020,5
2020-05-19,Staten,31,13100,751,47851,2020,5
2020-05-20,Staten,40,13140,908,48759,2020,5
2020-05-21,Staten,31,13171,877,49636,2020,5
2020-05-22,Staten,44,13215,1232,50868,2020,5
2020-05-23,Staten,51,13266,1120,51988,2020,5
2020-05-24,Staten,21,13287,732,52720,2020,5
2020-05-25,Staten,38,13325,1047,53767,2020,5
2020-05-26,Staten,23,13348,720,54487,2020,5
2020-05-27,Staten,56,13404,1623,56110,2020,5
2020-05-28,Staten,51,13455,1731,57841,2020,5
2020-05-29,Staten,50,13505,1376,59217,2020,5
2020-05-30,Staten,17,13522,1214,60431,2020,5
2020-05-31,Staten,15,13537,1200,61631,2020,5
2020-06-01,Staten,25,13562,972,62603,2020,6
2020-06-02,Staten,23,13585,991,63594,2020,6
2020-06-03,Staten,36,13621,1784,65378,2020,6
2020-06-04,Staten,42,13663,1576,66954,2020,6
2020-06-05,Staten,28,13691,1886,68840,2020,6
2020-06-06,Staten,26,13717,1379,70219,2020,6
2020-06-07,Staten,10,13727,1182,71401,2020,6
2020-06-08,Staten,20,13747,896,72297,2020,6
2020-06-09,Staten,14,13761,1144,73441,2020,6
2020-06-10,Staten,19,13780,1290,74731,2020,6
2020-06-11,Staten,20,13800,1547,76278,2020,6
2020-06-12,Staten,17,13817,1596,77874,2020,6
2020-06-13,Staten,40,13857,1365,79239,2020,6
2020-06-14,Staten,21,13878,1391,80630,2020,6
2020-06-15,Staten,10,13888,2387,83017,2020,6
2020-06-16,Staten,5,13893,1328,84345,2020,6
2020-06-17,Staten,7,13900,1579,85924,2020,6
2020-06-18,Staten,17,13917,2306,88230,2020,6
2020-06-19,Staten,27,13944,1882,90112,2020,6
2020-06-20,Staten,14,13958,1749,91861,2020,6
2020-06-21,Staten,13,13971,1507,93368,2020,6
2020-06-22,Staten,12,13983,1121,94489,2020,6
2020-06-23,Staten,11,13994,1894,96383,2020,6
2020-06-24,Staten,26,14020,2032,98415,2020,6
2020-06-25,Staten,17,14037,1707,100122,2020,6
2020-06-26,Staten,15,14052,1697,101819,2020,6
2020-06-27,Staten,21,14073,1581,103400,2020,6
2020-06-28,Staten,9,14082,979,104379,2020,6
2020-06-29,Staten,11,14093,1749,106128,2020,6
2020-06-30,Staten,16,14109,1304,107432,2020,6
2020-07-01,Staten,16,14125,1787,109219,2020,7
2020-07-02,Staten,39,14164,1955,111174,2020,7
2020-07-03,Staten,26,14190,1613,112787,2020,7
2020-07-04,Staten,12,14202,1578,114365,2020,7
2020-07-05,Staten,11,14213,1362,115727,2020,7
2020-07-06,Staten,12,14225,1707,117434,2020,7
2020-07-07,Staten,18,14243,1406,118840,2020,7
2020-07-08,Staten,19,14262,1592,120432,2020,7
2020-07-09,Staten,23,14285,1874,122306,2020,7
2020-07-10,Staten,23,14308,1837,124143,2020,7
2020-07-11,Staten,21,14329,1681,125824,2020,7
2020-07-12,Staten,12,14341,1495,127319,2020,7
2020-07-13,Staten,31,14372,1891,129210,2020,7
2020-07-14,Staten,17,14389,1604,130814,2020,7
2020-07-15,Staten,28,14417,1878,132692,2020,7
2020-07-16,Staten,22,14439,2004,134696,2020,7
2020-07-17,Staten,20,14459,1566,136262,2020,7
2020-07-18,Staten,21,14480,1301,137563,2020,7
2020-07-19,Staten,23,14503,1213,138776,2020,7
2020-07-20,Staten,36,14539,2050,140826,2020,7
2020-07-21,Staten,18,14557,1252,142078,2020,7
2020-07-22,Staten,30,14587,1890,143968,2020,7
2020-07-23,Staten,26,14613,2065,146033,2020,7
2020-07-24,Staten,20,14633,1908,147941,2020,7
2020-07-25,Staten,16,14649,1116,149057,2020,7
2020-07-26,Staten,32,14681,1401,150458,2020,7
2020-07-27,Staten,17,14698,1571,152029,2020,7
2020-07-28,Staten,29,14727,1531,153560,2020,7
2020-07-29,Staten,21,14748,1720,155280,2020,7
2020-07-30,Staten,16,14764,1562,156842,2020,7
2020-07-31,Staten,17,14781,2229,159071,2020,7
2020-08-01,Staten,24,14805,1599,160670,2020,8
2020-08-02,Staten,17,14822,1421,162091,2020,8
2020-08-03,Staten,18,14840,1840,163931,2020,8
2020-08-04,Staten,14,14854,1492,165423,2020,8
2020-08-05,Staten,23,14877,1916,167339,2020,8
2020-08-06,Staten,14,14891,1679,169018,2020,8
2020-08-07,Staten,18,14909,2154,171172,2020,8
2020-08-08,Staten,12,14921,1395,172567,2020,8
2020-08-09,Staten,13,14934,1656,174223,2020,8
2020-08-10,Staten,19,14953,2137,176360,2020,8
2020-08-11,Staten,21,14974,2162,178522,2020,8
2020-08-12,Staten,24,14998,2896,181418,2020,8
2020-08-13,Staten,19,15017,2232,183650,2020,8
2020-08-14,Staten,29,15046,2189,185839,2020,8
2020-08-15,Staten,20,15066,1946,187785,2020,8
2020-08-16,Staten,7,15073,1454,189239,2020,8
2020-08-17,Staten,14,15087,1440,190679,2020,8
2020-08-18,Staten,14,15101,2347,193026,2020,8
2020-08-19,Staten,17,15118,2464,195490,2020,8
2020-08-20,Staten,11,15129,2418,197908,2020,8
2020-08-21,Staten,13,15142,2419,200327,2020,8
2020-08-22,Staten,20,15162,2047,202374,2020,8
2020-08-23,Staten,15,15177,1899,204273,2020,8
2020-08-24,Staten,12,15189,1977,206250,2020,8
2020-08-25,Staten,17,15206,2296,208546,2020,8
2020-08-26,Staten,18,15224,1950,210496,2020,8
2020-08-27,Staten,15,15239,2716,213212,2020,8
2020-08-28,Staten,13,15252,2633,215845,2020,8
2020-08-29,Staten,17,15269,2346,218191,2020,8
2020-08-30,Staten,19,15288,1528,219719,2020,8
2020-08-31,Staten,20,15308,2469,222188,2020,8
2020-09-01,Staten,24,15332,2045,224233,2020,9
2020-09-02,Staten,18,15350,2887,227120,2020,9
2020-09-03,Staten,19,15369,2641,229761,2020,9
2020-09-04,Staten,24,15393,2553,232314,2020,9
2020-09-05,Staten,27,15420,2668,234982,2020,9
2020-09-06,Staten,31,15451,1846,236828,2020,9
2020-09-07,Staten,15,15466,1483,238311,2020,9
2020-09-08,Staten,20,15486,1827,240138,2020,9
2020-09-09,Staten,24,15510,2525,242663,2020,9
2020-09-10,Staten,27,15537,1967,244630,2020,9
2020-09-11,Staten,28,15565,3042,247672,2020,9
2020-09-12,Staten,17,15582,1740,249412,2020,9
2020-09-13,Staten,22,15604,1601,251013,2020,9
2020-09-14,Staten,27,15631,2318,253331,2020,9
2020-09-15,Staten,11,15642,1532,254863,2020,9
2020-09-16,Staten,24,15666,2426,257289,2020,9
2020-09-17,Staten,23,15689,2017,259306,2020,9
2020-09-18,Staten,24,15713,2718,262024,2020,9
2020-09-19,Staten,17,15730,2408,264432,2020,9
2020-09-20,Staten,23,15753,1329,265761,2020,9
2020-09-21,Staten,33,15786,2287,268048,2020,9
2020-09-22,Staten,13,15799,1076,269124,2020,9
2020-09-23,Staten,24,15823,2677,271801,2020,9
2020-09-24,Staten,14,15837,2118,273919,2020,9
2020-09-25,Staten,30,15867,2524,276443,2020,9
2020-09-26,Staten,23,15890,2226,278669,2020,9
2020-09-27,Staten,23,15913,1743,280412,2020,9
2020-09-28,Staten,37,15950,2385,282797,2020,9
2020-09-29,Staten,39,15989,1763,284560,2020,9
2020-09-30,Staten,36,16025,2281,286841,2020,9
2020-10-01,Staten,36,16061,2341,289182,2020,10
2020-10-02,Staten,46,16107,3278,292460,2020,10
2020-10-03,Staten,30,16137,2661,295121,2020,10
2020-10-04,Staten,20,16157,1760,296881,2020,10
2020-10-05,Staten,52,16209,2812,299693,2020,10
2020-10-06,Staten,31,16240,2182,301875,2020,10
2020-10-07,Staten,54,16294,3978,305853,2020,10
2020-10-08,Staten,30,16324,2487,308340,2020,10
2020-10-09,Staten,49,16373,3396,311736,2020,10
2020-10-10,Staten,28,16401,2812,314548,2020,10
2020-10-11,Staten,33,16434,2630,317178,2020,10
2020-10-12,Staten,62,16496,3099,320277,2020,10
2020-10-13,Staten,26,16522,2079,322356,2020,10
2020-10-14,Staten,37,16559,2715,325071,2020,10
2020-10-15,Staten,46,16605,3256,328327,2020,10
2020-10-16,Staten,65,16670,4789,333116,2020,10
2020-10-17,Staten,50,16720,3621,336737,2020,10
2020-10-18,Staten,26,16746,1988,338725,2020,10
2020-10-19,Staten,36,16782,2376,341101,2020,10
2020-10-20,Staten,78,16860,3394,344495,2020,10
2020-10-21,Staten,32,16892,2803,347298,2020,10
2020-10-22,Staten,37,16929,3598,350896,2020,10
2020-10-23,Staten,75,17004,3988,354884,2020,10
2020-10-24,Staten,44,17048,2919,357803,2020,10
2020-10-25,Staten,37,17085,1832,359635,2020,10
2020-10-26,Staten,89,17174,4278,363913,2020,10
2020-10-27,Staten,78,17252,2959,366872,2020,10
2020-10-28,Staten,107,17359,4394,371266,2020,10
2020-10-29,Staten,98,17457,3388,374654,2020,10
2020-10-30,Staten,78,17535,3642,378296,2020,10
2020-10-31,Staten,109,17644,3817,382113,2020,10
2020-11-01,Staten,59,17703,2396,384509,2020,11
2020-11-02,Staten,74,17777,3050,387559,2020,11
2020-11-03,Staten,49,17826,2344,389903,2020,11
2020-11-04,Staten,115,17941,3848,393751,2020,11
2020-11-05,Staten,191,18132,5425,399176,2020,11
2020-11-06,Staten,137,18269,4565,403741,2020,11
2020-11-07,Staten,128,18397,4448,408189,2020,11
2020-11-08,Staten,126,18523,3301,411490,2020,11
2020-11-09,Staten,138,18661,3175,414665,2020,11
2020-11-10,Staten,215,18876,4472,419137,2020,11
2020-11-11,Staten,160,19036,4292,423429,2020,11
2020-11-12,Staten,229,19265,4967,428396,2020,11
2020-11-13,Staten,226,19491,5081,433477,2020,11
2020-11-14,Staten,151,19642,4355,437832,2020,11
2020-11-15,Staten,107,19749,3502,441334,2020,11
2020-11-16,Staten,273,20022,5729,447063,2020,11
2020-11-17,Staten,192,20214,4468,451531,2020,11
2020-11-18,Staten,184,20398,4427,455958,2020,11
2020-11-19,Staten,188,20586,5420,461378,2020,11
2020-11-20,Staten,204,20790,5390,466768,2020,11
2020-11-21,Staten,256,21046,5835,472603,2020,11
2020-11-22,Staten,167,21213,4009,476612,2020,11
2020-11-23,Staten,219,21432,5963,482575,2020,11
2020-11-24,Staten,265,21697,5772,488347,2020,11
2020-11-25,Staten,254,21951,7089,495436,2020,11
2020-11-26,Staten,258,22209,5833,501269,2020,11
2020-11-27,Staten,195,22404,5153,506422,2020,11
2020-11-28,Staten,331,22735,6471,512893,2020,11
2020-11-29,Staten,280,23015,4787,517680,2020,11
2020-11-30,Staten,361,23376,5232,522912,2020,11
2020-12-01,Staten,490,23866,7833,530745,2020,12
2020-12-02,Staten,339,24205,5936,536681,2020,12
2020-12-03,Staten,548,24753,8815,545496,2020,12
2020-12-04,Staten,358,25111,5839,551335,2020,12
2020-12-05,Staten,359,25470,4975,556310,2020,12
2020-12-06,Staten,271,25741,4258,560568,2020,12
2020-12-07,Staten,507,26248,6575,567143,2020,12
2020-12-08,Staten,428,26676,6645,573788,2020,12
2020-12-09,Staten,348,27024,7281,581069,2020,12
2020-12-10,Staten,424,27448,7011,588080,2020,12
2020-12-11,Staten,305,27753,6840,594920,2020,12
2020-12-12,Staten,321,28074,7110,602030,2020,12
2020-12-13,Staten,277,28351,4792,606822,2020,12
2020-12-14,Staten,459,28810,8628,615450,2020,12
2020-12-15,Staten,357,29167,5297,620747,2020,12
2020-12-16,Staten,337,29504,6782,627529,2020,12
2020-12-17,Staten,350,29854,7600,635129,2020,12
2020-12-18,Staten,338,30192,5840,640969,2020,12
2020-12-19,Staten,313,30505,6288,647257,2020,12
2020-12-20,Staten,297,30802,4607,651864,2020,12
2020-12-21,Staten,350,31152,5837,657701,2020,12
2020-12-22,Staten,456,31608,7340,665041,2020,12
2020-12-23,Staten,464,32072,8494,673535,2020,12
2020-12-24,Staten,410,32482,7163,680698,2020,12
2020-12-25,Staten,323,32805,6384,687082,2020,12
2020-12-26,Staten,219,33024,3879,690961,2020,12
2020-12-27,Staten,394,33418,4309,695270,2020,12
2020-12-28,Staten,501,33919,7145,702415,2020,12
2020-12-29,Staten,483,34402,5171,707586,2020,12
2020-12-30,Staten,596,34998,8114,715700,2020,12
2020-12-31,Staten,551,35549,8709,724409,2020,12
2021-01-01,Staten,499,36048,6812,731221,2021,1
2021-01-02,Staten,371,36419,5152,736373,2021,1
2021-01-03,Staten,430,36849,4760,741133,2021,1
2021-01-04,Staten,616,37465,7068,748201,2021,1
2021-01-05,Staten,641,38106,7146,755347,2021,1
2021-01-06,Staten,580,38686,8811,764158,2021,1
2021-01-07,Staten,498,39184,7552,771710,2021,1
2021-01-08,Staten,621,39805,10371,782081,2021,1
2021-01-09,Staten,469,40274,8040,790121,2021,1
2021-01-10,Staten,457,40731,7248,797369,2021,1
2021-01-11,Staten,564,41295,7543,804912,2021,1
2021-01-12,Staten,519,41814,7815,812727,2021,1
2021-01-13,Staten,459,42273,7455,820182,2021,1
2021-01-14,Staten,614,42887,10500,830682,2021,1
2021-01-15,Staten,481,43368,8321,839003,2021,1
2021-01-16,Staten,444,43812,7751,846754,2021,1
2021-01-17,Staten,440,44252,6666,853420,2021,1
2021-01-18,Staten,426,44678,6373,859793,2021,1
2021-01-19,Staten,491,45169,7235,867028,2021,1
2021-01-20,Staten,358,45527,6067,873095,2021,1
2021-01-21,Staten,485,46012,8559,881654,2021,1
2021-01-22,Staten,389,46401,7315,888969,2021,1
2021-01-23,Staten,440,46841,7652,896621,2021,1
2021-01-24,Staten,413,47254,6679,903300,2021,1
2021-01-25,Staten,361,47615,5985,909285,2021,1
2021-01-26,Staten,334,47949,6380,915665,2021,1
